지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
129,2018-01-15 5:00,3.9,0,200,2,1020.8,1024.4,89,0,0
129,2018-01-15 6:00,3.6,0,230,1.1,1020.7,1024.3,93,0,0
129,2018-01-15 7:00,3.4,0,180,1.4,1021.2,1024.8,95,0,0
129,2018-01-15 8:00,1.1,0,0,0.1,1021.6,1025.3,97,0,0
129,2018-01-15 9:00,1.6,0,0,0.1,1022.2,1025.9,98,0.1,0
129,2018-01-15 10:00,4.3,0,160,0.7,1022.6,1026.2,98,0.35,3600
129,2018-01-15 11:00,6.1,0,290,0.7,1023,1026.6,71,0.62,3600
129,2018-01-15 12:00,6.7,0,340,2.3,1022.5,1026.1,68,1.48,3600
129,2018-01-15 13:00,6.8,0,340,2.2,1021.9,1025.5,69,1.64,3600
129,2018-01-15 14:00,7.1,0,290,2.2,1020.7,1024.3,55,1.61,3600
129,2018-01-15 15:00,7,0,20,2,1019.7,1023.3,46,1.44,3600
129,2018-01-15 16:00,7.2,0,290,0.5,1020.1,1023.7,49,1.13,3600
129,2018-01-15 17:00,6,0,360,1.9,1020.5,1024.1,52,0.44,3240
129,2018-01-15 18:00,4.1,0,20,1,1020.4,1024,59,0.06,360
129,2018-01-15 19:00,2.7,0,360,0.6,1020.2,1023.8,65,0,0
129,2018-01-15 20:00,1.7,0,0,0.1,1020.1,1023.8,73,0,0
129,2018-01-15 21:00,1.2,0,0,0.1,1020,1023.7,78,0,0
129,2018-01-15 22:00,0.8,0,20,0.9,1020.3,1024,79,0,0
129,2018-01-15 23:00,-0.7,0,110,0.6,1019.7,1023.4,88,0,0
129,2018-01-16 0:00,-1.4,0,70,0.6,1019.1,1022.8,90,0,0
129,2018-01-16 1:00,-1.3,0,70,0.6,1019,1022.7,89,0,0
129,2018-01-16 2:00,-1.9,0,90,0.6,1018.3,1022,89,0,0
129,2018-01-16 3:00,-1.7,0,0,0.3,1018.6,1022.3,94,0,0
129,2018-01-16 4:00,-0.4,0,0,0.3,1017.9,1021.6,89,0,0
129,2018-01-16 5:00,-0.6,0,0,0.4,1017.9,1021.6,91,0,0
129,2018-01-16 6:00,-0.2,0,70,0.7,1017,1020.7,89,0,0
129,2018-01-16 7:00,-0.1,0,90,0.5,1017,1020.7,91,0,0
129,2018-01-16 8:00,0.5,0,50,0.9,1017,1020.7,88,0,0
129,2018-01-16 9:00,2.5,0,50,0.9,1017.5,1021.1,81,0.11,0
129,2018-01-16 10:00,3.5,0,110,1.8,1017,1020.6,75,0.41,0
129,2018-01-16 11:00,5.4,0,140,0.7,1016.9,1020.5,74,0.59,0
129,2018-01-16 12:00,6,0,70,1.1,1015.4,1019,75,0.41,0
129,2018-01-16 13:00,6.6,0,90,2.3,1013.9,1017.5,65,0.69,0
129,2018-01-16 14:00,6.9,0,20,1,1013.4,1017,60,0.43,0
129,2018-01-16 15:00,6.5,0,20,1.7,1013.6,1017.2,63,0.26,0
129,2018-01-16 16:00,5.9,0,20,1.9,1013.9,1017.5,67,0.19,0
129,2018-01-16 17:00,4.8,0,70,1.1,1013,1016.6,77,0.07,0
129,2018-01-16 18:00,3.6,0.2,270,0.5,1012.3,1015.9,88,0.03,0
129,2018-01-16 19:00,3.6,0.2,340,0.7,1012.3,1015.9,88,0,0
129,2018-01-16 20:00,4,0.2,20,0.7,1012.4,1016,84,0,0
129,2018-01-16 21:00,3.5,0.2,0,0.4,1012.6,1016.2,86,0,0
129,2018-01-16 22:00,3.4,0.2,50,1,1012.5,1016.1,87,0,0
129,2018-01-16 23:00,3.3,0.2,360,1.8,1012.7,1016.3,89,0,0
129,2018-01-17 0:00,3.2,0.2,20,1.5,1012.8,1016.4,90,0,0
129,2018-01-17 1:00,3.3,0,50,1.5,1012.6,1016.2,89,0,0
129,2018-01-17 2:00,3.1,0,20,1,1012.3,1015.9,90,0,0
129,2018-01-17 3:00,2.5,0.4,360,0.7,1012.9,1016.5,94,0,0
129,2018-01-17 4:00,2.5,0.4,20,1.4,1013.5,1017.1,94,0,0
129,2018-01-17 5:00,2.3,0.4,50,0.9,1013.5,1017.1,97,0,0
129,2018-01-17 6:00,2,2.1,0,0.4,1013.4,1017,98,0,0
129,2018-01-17 7:00,1.7,2.1,360,1.7,1013.2,1016.8,98,0,0
129,2018-01-17 8:00,1.8,2.1,70,1.6,1013.9,1017.5,98,0,0
129,2018-01-17 9:00,2.8,2.2,50,1.2,1014.3,1017.9,97,0.19,0
129,2018-01-17 10:00,3.4,2.2,340,1.4,1015.1,1018.7,96,0.36,360
129,2018-01-17 11:00,4.5,2.2,0,0.3,1015.5,1019.1,91,0.61,720
129,2018-01-17 12:00,5.4,2.2,180,0.8,1014.9,1018.5,86,1.42,3600
129,2018-01-17 13:00,6.7,2.2,250,1.3,1015.6,1019.2,81,1.53,3600
129,2018-01-17 14:00,7.1,2.2,320,2.8,1015.6,1019.2,77,0.6,720
129,2018-01-17 15:00,7.3,2.2,340,1.2,1014.5,1018.1,65,1.16,2520
129,2018-01-17 16:00,7.1,2.2,110,1.5,1012.9,1016.5,74,0.41,0
129,2018-01-17 17:00,6.5,2.2,290,2.4,1016.3,1019.9,74,0.26,360
129,2018-01-17 18:00,4.2,2.2,360,1,1016.4,1020,74,0.04,0
129,2018-01-17 19:00,2.9,2.2,360,0.5,1016.7,1020.3,80,0,0
129,2018-01-17 20:00,1.2,2.2,0,0.4,1016.9,1020.6,90,0,0
129,2018-01-17 21:00,1,2.2,0,0.4,1017.7,1021.4,94,0,0
129,2018-01-17 22:00,1.9,2.2,140,1.3,1017.9,1021.5,92,0,0
129,2018-01-17 23:00,1.4,2.2,0,0.1,1018.2,1021.9,95,0,0
129,2018-01-18 0:00,1.7,2.2,200,0.6,1018.4,1022.1,95,0,0
129,2018-01-18 1:00,2.2,0,0,0.3,1018,1021.6,97,0,0
129,2018-01-18 2:00,2.5,0,0,0.2,1018.5,1022.1,98,0,0
129,2018-01-18 3:00,2.5,0,20,1.1,1019,1022.6,98,0,0
129,2018-01-18 4:00,2,0,0,0.4,1018.5,1022.1,98,0,0
129,2018-01-18 5:00,1.1,0,0,0.1,1018.6,1022.3,98,0,0
129,2018-01-18 6:00,0.7,0,20,0.8,1018.8,1022.5,97,0,0
129,2018-01-18 7:00,-0.3,0,0,0.3,1019.3,1023,97,0,0
129,2018-01-18 8:00,-0.8,0,70,0.7,1019.5,1023.2,97,0,0
129,2018-01-18 9:00,-0.1,0,0,0,1020.4,1024.1,98,0.12,0
129,2018-01-18 10:00,1.1,0,0,0,1021.2,1024.9,98,0.32,0
129,2018-01-18 11:00,3.2,0,0,0.3,1021.5,1025.1,88,0.61,0
129,2018-01-18 12:00,4.1,0,340,2.9,1021.3,1024.9,68,0.81,0
129,2018-01-18 13:00,4.7,0,360,2,1020.6,1024.2,65,1.22,1440
129,2018-01-18 14:00,4.5,0,360,1.9,1020.8,1024.4,61,0.95,1440
129,2018-01-18 15:00,4.4,0,340,2.7,1020.6,1024.2,65,1.18,3600
129,2018-01-18 16:00,3.6,0,320,2.6,1021.1,1024.7,65,0.64,0
129,2018-01-18 17:00,2.8,0,340,1.9,1021.2,1024.8,66,0.25,0
129,2018-01-18 18:00,2,0,340,1.5,1021.8,1025.5,70,0.04,0
129,2018-01-18 19:00,1.5,0,340,0.8,1022.1,1025.8,73,0,0
129,2018-01-18 20:00,0.6,0,50,0.8,1022.3,1026,77,0,0
129,2018-01-18 21:00,0.7,0,50,1,1022.7,1026.4,70,0,0
129,2018-01-18 22:00,0.2,0,90,0.9,1022.8,1026.5,73,0,0
129,2018-01-18 23:00,-0.7,0,0,0.4,1022.9,1026.6,81,0,0
129,2018-01-19 0:00,-0.5,0,50,1.1,1022.7,1026.4,74,0,0
129,2018-01-19 1:00,0,0,20,2.1,1022.9,1026.6,70,0,0
129,2018-01-19 2:00,-0.8,0,20,1.1,1023,1026.7,70,0,0
129,2018-01-19 3:00,-2.3,0,0,0.4,1022.9,1026.6,81,0,0
129,2018-01-19 4:00,-2.9,0,0,0.3,1022.7,1026.4,88,0,0
129,2018-01-19 5:00,-3,0,0,0.2,1022.5,1026.2,89,0,0
129,2018-01-19 6:00,-3.5,0,0,0.2,1022.3,1026,88,0,0
129,2018-01-19 7:00,-4.5,0,0,0.2,1023.5,1027.3,91,0,0
129,2018-01-19 8:00,-4.5,0,0,0.3,1023.4,1027.2,92,0.01,0
129,2018-01-19 9:00,-2.5,0,0,0.4,1023.1,1026.8,88,0.29,1440
129,2018-01-19 10:00,-0.6,0,0,0.1,1023.9,1027.6,68,0.74,3240
129,2018-01-19 11:00,2,0,70,1.2,1023.2,1026.9,45,1.64,3600
129,2018-01-19 12:00,3,0,360,1.5,1022.4,1026,36,1.59,3600
129,2018-01-19 13:00,4.3,0,340,2.5,1022,1025.6,27,1.84,3600
129,2018-01-19 14:00,4.9,0,20,1.8,1020.8,1024.4,28,1.79,3600
129,2018-01-19 15:00,5.2,0,360,1.4,1019.9,1023.5,32,1.47,3600
129,2018-01-19 16:00,4.5,0,360,2.9,1020,1023.6,39,1.03,3600
129,2018-01-19 17:00,3.7,0,340,2.6,1019.9,1023.5,41,0.56,3600
129,2018-01-19 18:00,1.8,0,340,1.2,1020.5,1024.2,50,0.08,1080
129,2018-01-19 19:00,-0.8,0,0,0.2,1020.8,1024.5,67,0,0
129,2018-01-19 20:00,-1.8,0,0,0,1020.5,1024.2,73,0,0
129,2018-01-19 21:00,-2.6,0,0,0.3,1020.5,1024.2,78,0,0
129,2018-01-19 22:00,-2.9,0,140,0.5,1020.9,1024.6,77,0,0
129,2018-01-19 23:00,-3.1,0,0,0.3,1020.8,1024.5,81,0,0
129,2018-01-20 0:00,-3.8,0,0,0.1,1020.8,1024.5,84,0,0
129,2018-01-20 1:00,-4.2,0,0,0.1,1020.6,1024.3,85,0,0
129,2018-01-20 2:00,-5,0,0,0.2,1020.4,1024.2,90,0,0
129,2018-01-20 3:00,-4.6,0,0,0.4,1020.6,1024.4,88,0,0
129,2018-01-20 4:00,-4.7,0,0,0,1020.2,1024,87,0,0
129,2018-01-20 5:00,-4.8,0,0,0.4,1019.9,1023.7,89,0,0
129,2018-01-20 6:00,-5,0,0,0,1019.8,1023.6,89,0,0
129,2018-01-20 7:00,-5.3,0,0,0.1,1019.8,1023.6,90,0,0
129,2018-01-20 8:00,-4.7,0,0,0,1020.1,1023.8,89,0.01,0
129,2018-01-20 9:00,-2.6,0,0,0.2,1020.8,1024.5,82,0.19,0
129,2018-01-20 10:00,0.2,0,320,0.7,1020.8,1024.5,63,0.65,2880
129,2018-01-20 11:00,3.1,0,250,1.9,1021,1024.6,61,1.26,3600
129,2018-01-20 12:00,4.2,0,200,3.2,1020.6,1024.2,60,1.46,3240
129,2018-01-20 13:00,5.7,0,230,2.4,1019.6,1023.2,64,1.44,3600
129,2018-01-20 14:00,5.7,0,230,2.5,1019,1022.6,66,0.99,1800
129,2018-01-20 15:00,6.3,0,250,3.3,1018.8,1022.4,70,1.37,2880
129,2018-01-20 16:00,5.4,0,200,2.2,1018.7,1022.3,73,0.51,1440
129,2018-01-20 17:00,4.9,0,200,1.2,1018.9,1022.5,77,0.22,0
129,2018-01-20 18:00,2.5,0,0,0.1,1019.4,1023,85,0.04,0
129,2018-01-20 19:00,0.8,0,0,0.4,1020,1023.7,90,0,0
129,2018-01-20 20:00,0,0,0,0.3,1020.4,1024.1,89,0,0
129,2018-01-20 21:00,1.3,0,50,0.5,1020.6,1024.3,88,0,0
129,2018-01-20 22:00,-0.9,0,360,0.6,1021.1,1024.8,93,0,0
129,2018-01-20 23:00,-1.8,0,50,1,1021.4,1025.1,95,0,0
129,2018-01-21 0:00,0.3,0,20,1.9,1021.6,1025.3,80,0,0
129,2018-01-21 1:00,-1.2,0,50,0.7,1021.3,1025,82,0,0
129,2018-01-21 2:00,-2,0,50,0.8,1021.6,1025.3,80,0,0
129,2018-01-21 3:00,-1.2,0,50,1.3,1021.5,1025.2,65,0,0
129,2018-01-21 4:00,-2.9,0,50,0.8,1021.3,1025,75,0,0
129,2018-01-21 5:00,-2.4,0,50,1.1,1021.2,1024.9,66,0,0
129,2018-01-21 6:00,-4,0,360,0.5,1021.1,1024.8,75,0,0
129,2018-01-21 7:00,-3.4,0,50,1.5,1021,1024.7,67,0,0
129,2018-01-21 8:00,-3.6,0,20,1.2,1021.2,1024.9,68,0,0
129,2018-01-21 9:00,-1.6,0,50,1,1022.2,1025.9,66,0.31,2520
129,2018-01-21 10:00,0.8,0,50,0.7,1022.4,1026.1,62,0.92,3600
129,2018-01-21 11:00,1.8,0,230,1,1023.1,1026.8,60,1.41,3600
129,2018-01-21 12:00,3.5,0,160,1.4,1022,1025.6,34,1.74,3600
129,2018-01-21 13:00,4.9,0,70,0.7,1020.9,1024.5,27,1.91,3600
129,2018-01-21 14:00,5.2,0,340,1,1020.1,1023.7,27,1.68,3600
129,2018-01-21 15:00,5.5,0,50,0.8,1019.9,1023.5,27,1.27,3600
129,2018-01-21 16:00,4.6,0,340,2.1,1019.4,1023,40,0.73,1080
129,2018-01-21 17:00,2.7,0,20,1.9,1019.3,1022.9,44,0.32,0
129,2018-01-21 18:00,0.9,0,360,1.2,1019.6,1023.3,52,0.05,0
129,2018-01-21 19:00,0.3,0,50,1.5,1019.7,1023.4,51,0,0
129,2018-01-21 20:00,0.1,0,50,0.8,1019.1,1022.8,50,0,0
129,2018-01-21 21:00,0.4,0,50,1.1,1018.7,1022.4,50,0,0
129,2018-01-21 22:00,0.4,0,20,1.7,1018.4,1022.1,52,0,0
129,2018-01-21 23:00,0.1,0,20,0.8,1018.4,1022.1,58,0,0
129,2018-01-22 0:00,0.1,0,50,0.7,1017.6,1021.3,58,0,0
129,2018-01-22 1:00,0.5,0,20,0.8,1017.2,1020.9,52,0,0
129,2018-01-22 2:00,-0.1,0,360,0.7,1017.2,1020.9,62,0,0
129,2018-01-22 3:00,0.3,0,70,1.8,1017.2,1020.9,56,0,0
129,2018-01-22 4:00,0.7,0,50,1.1,1016.4,1020.1,49,0,0
129,2018-01-22 5:00,0.2,0,50,0.8,1016.1,1019.8,52,0,0
129,2018-01-22 6:00,0.6,0,20,0.6,1015.7,1019.4,55,0,0
129,2018-01-22 7:00,0.2,0,290,0.6,1014.9,1018.6,66,0,0
129,2018-01-22 8:00,0.1,0,360,1,1014.4,1018.1,63,0,0
129,2018-01-22 9:00,1.3,0,0,0.3,1013.8,1017.4,62,0.11,0
129,2018-01-22 10:00,2.8,0,0,0.4,1013.6,1017.2,58,0.47,1440
129,2018-01-22 11:00,5.1,0,270,1.5,1013,1016.6,52,1.01,3600
129,2018-01-22 12:00,5.9,0,250,1.8,1012.1,1015.7,49,1.19,3240
129,2018-01-22 13:00,6.4,0,200,3.7,1010.4,1014,48,1.16,1440
129,2018-01-22 14:00,6.8,0,200,4.6,1009.5,1013,42,1.04,1800
129,2018-01-22 15:00,6.1,0,200,4.1,1008.7,1012.3,51,0.47,0
129,2018-01-22 16:00,3.7,0,230,2.8,1009,1012.6,86,0.14,0
129,2018-01-22 17:00,3.4,0,250,2.4,1009,1012.6,94,0.06,0
129,2018-01-22 18:00,3.6,1.3,290,3.7,1009.4,1013,92,0.01,0
129,2018-01-22 19:00,0.2,1.3,340,3.8,1011.5,1015.2,93,0,0
129,2018-01-22 20:00,0.3,1.3,320,4.1,1012.5,1016.2,84,0,0
129,2018-01-22 21:00,-0.6,1.3,320,5.6,1013.5,1017.2,79,0,0
129,2018-01-22 22:00,-1.1,1.3,320,4.1,1014.4,1018.1,77,0,0
129,2018-01-22 23:00,-1.6,1.3,320,3.1,1015.3,1019,74,0,0
129,2018-01-23 0:00,-2.6,1.3,340,3.7,1015.6,1019.3,69,0,0
129,2018-01-23 1:00,-2.9,0,320,5.6,1015.9,1019.6,66,0,0
129,2018-01-23 2:00,-4.7,0,340,4.7,1016.6,1020.3,56,0,0
129,2018-01-23 3:00,-6,0,340,4.6,1017.5,1021.3,51,0,0
129,2018-01-23 4:00,-6.5,0,340,3.7,1018,1021.8,51,0,0
129,2018-01-23 5:00,-6.4,0,320,3.8,1018.4,1022.2,49,0,0
129,2018-01-23 6:00,-7,0,340,6.3,1019.2,1023,45,0,0
129,2018-01-23 7:00,-8.1,0,320,7.1,1020.6,1024.4,55,0,0
129,2018-01-23 8:00,-9.1,0,340,6.5,1022.2,1026,49,0,0
129,2018-01-23 9:00,-9.1,0,340,5.9,1023.3,1027.1,51,0.21,1800
129,2018-01-23 10:00,-8.5,0,340,4.9,1024.1,1027.9,43,0.88,3600
129,2018-01-23 11:00,-8.2,0,340,4.8,1024.3,1028.1,47,1.54,3600
129,2018-01-23 12:00,-8.2,0,360,4.6,1023.5,1027.3,48,2.01,3600
129,2018-01-23 13:00,-7.3,0,360,3.8,1022.7,1026.5,48,2.22,3600
129,2018-01-23 14:00,-7.4,0,360,3.2,1021.8,1025.6,49,2.17,3600
129,2018-01-23 15:00,-7.3,0,340,3.6,1021.4,1025.2,49,1.86,3600
129,2018-01-23 16:00,-8.4,0,360,3.2,1021.6,1025.4,59,0.9,3600
129,2018-01-23 17:00,-9.1,0,360,1.7,1021.6,1025.4,65,0.52,2880
129,2018-01-23 18:00,-9.5,0,20,1.9,1021.7,1025.5,78,0.08,720
129,2018-01-23 19:00,-9.5,0,50,1.1,1022.4,1026.2,85,0,0
129,2018-01-23 20:00,-9.4,0,20,2.3,1022.5,1026.3,83,0,0
129,2018-01-23 21:00,-9,0.4,360,2.9,1022.8,1026.6,74,0,0
129,2018-01-23 22:00,-9.2,0.4,360,3.4,1023.4,1027.2,72,0,0
129,2018-01-23 23:00,-9.7,0.4,360,5.1,1024,1027.8,75,0,0
129,2018-01-24 0:00,-10.3,0.5,20,5.1,1024.3,1028.1,58,0,0
129,2018-01-24 1:00,-10.9,0,360,4.5,1025,1028.9,51,0,0
129,2018-01-24 2:00,-11.6,0,20,4,1025.6,1029.5,51,0,0
129,2018-01-24 3:00,-11.5,0,20,4.1,1025.8,1029.7,45,0,0
129,2018-01-24 4:00,-11.7,0,20,5,1025.6,1029.5,47,0,0
129,2018-01-24 5:00,-12.3,0,20,2.7,1025.9,1029.8,50,0,0
129,2018-01-24 6:00,-13,0,50,1.8,1026.1,1030,50,0,0
129,2018-01-24 7:00,-13.3,0,50,1.9,1026.6,1030.5,53,0,0
129,2018-01-24 8:00,-12.9,0,50,2,1027.2,1031.1,53,0.01,0
129,2018-01-24 9:00,-11.9,0,20,2.9,1027.5,1031.4,53,0.23,0
129,2018-01-24 10:00,-11.1,0,360,5.1,1028.1,1032,51,0.88,3600
129,2018-01-24 11:00,-10.3,0,360,4.5,1028,1031.9,51,1.38,3600
129,2018-01-24 12:00,-9.7,0,360,5.1,1027.3,1031.1,54,1.39,3600
129,2018-01-24 13:00,-9.8,0,360,4.9,1026.8,1030.6,57,1.39,2880
129,2018-01-24 14:00,-9,0,360,4.7,1026.2,1030,55,1.22,1800
129,2018-01-24 15:00,-9.4,0,360,4.8,1026.3,1030.1,58,1.08,2160
129,2018-01-24 16:00,-9,0,360,3.9,1026.2,1030,55,0.68,1440
129,2018-01-24 17:00,-9.6,0,360,3.8,1025.9,1029.7,63,0.58,2880
129,2018-01-24 18:00,-10,0,340,2.7,1025.6,1029.4,60,0.09,720
129,2018-01-24 19:00,-10.5,0,340,3.4,1026.2,1030.1,62,0,0
129,2018-01-24 20:00,-10.5,0,360,2.8,1026.4,1030.3,62,0,0
129,2018-01-24 21:00,-10.6,0,360,2.7,1026.7,1030.6,63,0,0
129,2018-01-24 22:00,-10.9,0,360,3.4,1027,1030.9,63,0,0
129,2018-01-24 23:00,-11.7,0,20,2.4,1027.1,1031,63,0,0
129,2018-01-25 0:00,-11.8,0,360,2.6,1027.2,1031.1,61,0,0
129,2018-01-25 1:00,-12.6,0,20,2.4,1027.6,1031.5,61,0,0
129,2018-01-25 2:00,-12.7,0,50,1.8,1028.4,1032.3,58,0,0
129,2018-01-25 3:00,-12.8,0,50,2,1027.9,1031.8,59,0,0
129,2018-01-25 4:00,-12.6,0,50,1,1027.6,1031.5,65,0,0
129,2018-01-25 5:00,-13,0,70,0.7,1027.6,1031.5,66,0,0
129,2018-01-25 6:00,-12.8,0,20,0.6,1028.1,1032,70,0,0
129,2018-01-25 7:00,-11.9,0,360,1.3,1028.6,1032.5,67,0,0
129,2018-01-25 8:00,-11.4,0,340,3.5,1028.4,1032.3,57,0.01,0
129,2018-01-25 9:00,-10.7,0,360,3.9,1028.7,1032.6,54,0.29,1440
129,2018-01-25 10:00,-10.5,0,340,5.1,1029.1,1033,49,0.93,3600
129,2018-01-25 11:00,-10,0,360,4.9,1029.3,1033.2,48,1.44,3600
129,2018-01-25 12:00,-9,0,360,3.9,1028.6,1032.4,48,1.97,3600
129,2018-01-25 13:00,-9,0,340,4.7,1027.8,1031.6,46,2.24,3600
129,2018-01-25 14:00,-8.5,0,340,4.7,1027.1,1030.9,46,2.14,3600
129,2018-01-25 15:00,-8,0,340,4.9,1026.7,1030.5,50,1.92,3600
129,2018-01-25 16:00,-8.7,0,340,5.7,1026.7,1030.5,49,1.2,3600
129,2018-01-25 17:00,-8.8,0,340,3.8,1026.5,1030.3,50,0.46,360
129,2018-01-25 18:00,-9.3,0,340,4.3,1026.6,1030.4,52,0.07,0
129,2018-01-25 19:00,-9.8,0,360,3.4,1026.8,1030.6,55,0,0
129,2018-01-25 20:00,-10.3,0,340,3.7,1026.7,1030.6,60,0,0
129,2018-01-25 21:00,-11.1,0,360,4.2,1026.7,1030.6,56,0,0
129,2018-01-25 22:00,-11.5,0,360,4,1026.8,1030.7,57,0,0
129,2018-01-25 23:00,-11.6,0,360,4.4,1026.5,1030.4,55,0,0
129,2018-01-26 0:00,-11.6,0,360,3.4,1026.7,1030.6,57,0,0
129,2018-01-26 1:00,-11.4,0,360,3.4,1026.2,1030.1,59,0,0
129,2018-01-26 2:00,-11.6,0,360,3.9,1026.5,1030.4,59,0,0
129,2018-01-26 3:00,-11.9,0,360,3.4,1027.1,1031,59,0,0
129,2018-01-26 4:00,-12.1,0,340,3.7,1027,1030.9,62,0,0
129,2018-01-26 5:00,-12.3,0,340,3.7,1026.9,1030.8,59,0,0
129,2018-01-26 6:00,-12.8,0,340,1.5,1027,1030.9,60,0,0
129,2018-01-26 7:00,-13,0,340,2.9,1027.4,1031.3,62,0,0
129,2018-01-26 8:00,-12.8,0,360,3.3,1027.9,1031.8,60,0.01,0
129,2018-01-26 9:00,-11.7,0,340,3.8,1028.4,1032.3,55,0.39,2880
129,2018-01-26 10:00,-11.4,0,320,5.5,1028.6,1032.5,58,0.91,3240
129,2018-01-26 11:00,-10.6,0,320,5.6,1028.5,1032.4,57,1.34,3600
129,2018-01-26 12:00,-10.1,0,340,5.4,1027.8,1031.7,55,1.95,3600
129,2018-01-26 13:00,-9.1,0,320,5.6,1026.8,1030.6,54,2.17,3600
129,2018-01-26 14:00,-9.5,0,340,4.6,1026.6,1030.4,57,1.58,3600
129,2018-01-26 15:00,-9.3,0,340,4.3,1026,1029.8,53,1.39,3240
129,2018-01-26 16:00,-9.5,0,340,3.5,1026.5,1030.3,55,1.19,3600
129,2018-01-26 17:00,-10.3,0,320,4.6,1026.4,1030.2,59,0.57,3600
129,2018-01-26 18:00,-11.3,0,340,2.3,1026.4,1030.3,60,0.08,1440
129,2018-01-26 19:00,-11.9,0,360,1.4,1027.2,1031.1,60,0,0
129,2018-01-26 20:00,-12.2,0,20,0.7,1027.2,1031.1,60,0,0
129,2018-01-26 21:00,-13.4,0,50,1.2,1027.2,1031.1,68,0,0
129,2018-01-26 22:00,-13.3,0,70,1.1,1028,1031.9,62,0,0
129,2018-01-26 23:00,-13.5,0,50,1.1,1028.2,1032.1,60,0,0
129,2018-01-27 0:00,-14.4,0,20,0.6,1028.1,1032,63,0,0
129,2018-01-27 1:00,-14.2,0,70,1.5,1027.7,1031.6,67,0,0
129,2018-01-27 2:00,-13.9,0,50,0.7,1028.4,1032.3,64,0,0
129,2018-01-27 3:00,-14.2,0,70,0.8,1029,1032.9,65,0,0
129,2018-01-27 4:00,-15.5,0,0,0,1028.9,1032.8,75,0,0
129,2018-01-27 5:00,-15.6,0,20,0.6,1028,1031.9,76,0,0
129,2018-01-27 6:00,-15.5,0,360,0.7,1028.2,1032.1,74,0,0
129,2018-01-27 7:00,-14.2,0,50,2.4,1027.6,1031.5,54,0,0
129,2018-01-27 8:00,-14.3,0,50,1.3,1027.9,1031.8,55,0.01,0
129,2018-01-27 9:00,-12.1,0,50,1.1,1028.1,1032,48,0.38,2880
129,2018-01-27 10:00,-10.1,0,50,2,1028.3,1032.2,40,1.04,3600
129,2018-01-27 11:00,-8.4,0,20,1.7,1028.3,1032.1,38,1.61,3600
129,2018-01-27 12:00,-6.9,0,360,1.9,1027.8,1031.6,37,2,3600
129,2018-01-27 13:00,-5.1,0,360,3.5,1025.9,1029.7,31,2.21,3600
129,2018-01-27 14:00,-4.4,0,340,3.1,1025.3,1029.1,31,2.18,3600
129,2018-01-27 15:00,-4.4,0,360,2.5,1025,1028.8,31,1.91,3600
129,2018-01-27 16:00,-4.2,0,320,3.3,1024.6,1028.4,40,1.4,3600
129,2018-01-27 17:00,-4.8,0,360,1.9,1024.1,1027.9,44,0.74,3600
129,2018-01-27 18:00,-6,0,360,2.1,1023.5,1027.3,50,0.1,720
129,2018-01-27 19:00,-6.7,0,360,1.9,1023.6,1027.4,51,0,0
129,2018-01-27 20:00,-7.4,0,70,0.8,1023.8,1027.6,55,0,0
129,2018-01-27 21:00,-6.8,0,70,1.2,1023.8,1027.6,56,0,0
129,2018-01-27 22:00,-6.9,0,70,1.2,1023,1026.8,58,0,0
129,2018-01-27 23:00,-6.3,0,0,0.4,1022.9,1026.7,58,0,0
129,2018-01-28 0:00,-6.4,0,180,1.1,1023.1,1026.9,61,0,0
129,2018-01-28 1:00,-6.1,0,0,0.1,1022.6,1026.4,63,0,0
129,2018-01-28 2:00,-5.9,0,0,0.3,1022.4,1026.2,60,0,0
129,2018-01-28 3:00,-5.9,0,50,0.7,1021.9,1025.7,62,0,0
129,2018-01-28 4:00,-5.8,0,0,0.3,1021.6,1025.4,67,0,0
129,2018-01-28 5:00,-5.6,0,20,0.8,1020.9,1024.7,65,0,0
129,2018-01-28 6:00,-5.2,0,50,0.8,1020.2,1024,62,0,0
129,2018-01-28 7:00,-6.3,0,140,1,1020.3,1024.1,70,0,0
129,2018-01-28 8:00,-7.7,0,140,0.5,1020.6,1024.4,77,0,0
129,2018-01-28 9:00,-5.3,0,0,0.2,1020.5,1024.3,66,0.32,2520
129,2018-01-28 10:00,-3.2,0,360,1.2,1020.7,1024.4,43,0.94,3600
129,2018-01-28 11:00,-1.9,0,50,1.8,1019.8,1023.5,37,1.49,3600
129,2018-01-28 12:00,-1.1,0,360,2.1,1019.2,1022.9,36,1.86,3600
129,2018-01-28 13:00,-0.5,0,340,4,1018.7,1022.4,39,2.02,3600
129,2018-01-28 14:00,-0.1,0,320,3.3,1017.9,1021.6,42,1.92,3600
129,2018-01-28 15:00,-1.2,0,340,5,1017.8,1021.5,50,1.47,3600
129,2018-01-28 16:00,-2.2,0,320,5.6,1018.8,1022.5,59,0.78,2160
129,2018-01-28 17:00,-3.2,0,340,2.6,1018.8,1022.5,72,0.23,0
129,2018-01-28 18:00,-3.1,0,340,3.8,1019.3,1023,54,0.12,0
129,2018-01-28 19:00,-4,0,340,3.2,1020.1,1023.8,49,0,0
129,2018-01-28 20:00,-4.5,0,340,4.2,1021.1,1024.9,45,0,0
129,2018-01-28 21:00,-5.1,0,320,2.8,1020.7,1024.5,51,0,0
